Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
Reimagine Network,CA,Healthcare Provider,4799.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anthony L. Jordan Health Corporation,NY,Healthcare Provider,2974.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Greater Pittsburgh Orthopaedics Associates,PA,Healthcare Provider,35000.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
College Hometown Pharmacy,NY,Healthcare Provider,9742.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
College Parkside Pharmacy,NY,Healthcare Provider,5736.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Assisted Living Pharmacy Service, LLC",WI,Healthcare Provider,5590.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prime Therapeutics LLC,MN,Business Associate,2266.0,2025,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pacific Imaging Management, LLC",CA,Healthcare Provider,13158.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
C. B. King Memorial School,AR,Healthcare Provider,838.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beech Acres Parenting Center,OH,Healthcare Provider,19315.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vance County Department of Social Services,NC,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Independent Health Association, Inc.",NY,Health Plan,637.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
McEwen & Associates,TX,Business Associate,500.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vital Imaging Medical Diagnostic Centers, LLC",FL,Healthcare Provider,111509.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arkansas Primary Care Clinic,AR,Healthcare Provider,2491.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Revere Health PC,UT,Healthcare Provider,605.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"CareTracker, Inc.",NY,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bevel Health Medical Group,PA,Healthcare Provider,510.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pediatric Otolaryngology Head & Neck Surgery Associates, P.A.",FL,Healthcare Provider,43446.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CPAP Medical Supplies and Services Inc.,FL,Healthcare Provider,90133.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lake City Cancer Care, LLC",FL,Healthcare Provider,9980.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alert Medical Alarms,PA,Healthcare Provider,39218.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mower County Health and Human Services,MN,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Welcome Dentistry-Anaheim,CA,Healthcare Provider,1001.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Welcome Dentistry-Los Angeles,CA,Healthcare Provider,1001.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UnitedHealthcare,CT,Health Plan,3215.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zelis Healthcare LLC,MA,Business Associate,4289.0,2025,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Doug's Pediatric Dentistry,UT,Healthcare Provider,3590.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mission City Community Network, Inc.",CA,Healthcare Provider,11016.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aflac Incorporated (“Aflac”),GA,Health Plan,13924906.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Friesen Group,CA,Healthcare Provider,500.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Center for Disability Services, Inc.",NY,Healthcare Provider,3343.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PROVAIL,WA,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South Coast Pediatrics,CA,Healthcare Provider,7000.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Oglethorpe, Inc.",FL,Healthcare Provider,92332.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Precision Endodontics of Raleigh,NC,Healthcare Provider,4022.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Westminster Village Greenwood, Inc.",IN,Healthcare Provider,14386.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDLand International Corporation,NY,Business Associate,22586.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Highlands Oncology Group PA,AR,Healthcare Provider,111766.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Langdon & Company, LLP Certified Public Accountants",NC,Business Associate,46061.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DaVita Inc.,CO,Healthcare Provider,2689826.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"David A. Nover, M.D., P.C.",PA,Healthcare Provider,4703.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vail Summit Orthopaedics,CO,Healthcare Provider,5044.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Center at Cordera,CO,Healthcare Provider,6057.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Compass Counseling Services, LLC",FL,Healthcare Provider,5440.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Alera Group, Inc.",IL,Business Associate,155567.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"PhyNet Dermatology, LLC",TN,Business Associate,1308.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Northwest Denture Center, Inc.",WA,Healthcare Provider,19419.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Nova Recovery Center, LLC d/b/a Nova Recovery Center",TX,Healthcare Provider,6242.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
McKenzie Memorial Hospital,MI,Healthcare Provider,58839.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gastroenterology Consultants of South Texas,TX,Healthcare Provider,44579.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boutin Jones,CA,Business Associate,1506.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kettering Adventist Healthcare,OH,Healthcare Provider,1695382.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Infinite Services, Inc.",NY,Healthcare Provider,31742.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Michael Bilikas and Associates d.b.a. 32 Pearls,WA,Healthcare Provider,23517.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Equilibria Mental Health Services,PA,Healthcare Provider,3232.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Keys Pathology Associates, PA",FL,Healthcare Provider,20000.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Human Development Services of Westchester,NY,Healthcare Provider,607.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clinica Family Health Services,CO,Healthcare Provider,47593.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Williamsburg Area Medical Assistance Corporation d/b/a Olde Towne Medical and Dental Center (OTMDC),VA,Healthcare Provider,2567.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Picis Clinical Solutions, Inc. d/b/a Medstreaming",MA,Business Associate,8840.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Covenant Health,MA,Business Associate,7864.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
