Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
"Don White, RN, DC, PC dba Canyon Rd Chiropractic and Massage",OR,Healthcare Provider,2900.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
Kaiser Foundation Health Plan of Colorado,CO,Health Plan,900.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lane County Health & Human Services,OR,Healthcare Provider,715.0,2018,Loss,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Southwestern Eye Center,AZ,Healthcare Provider,667.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
SSM Health St. Mary's Hospital - Jefferson City,MO,Healthcare Provider,301000.0,2018,Improper Disposal,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Iowa Health System d/b/a UnityPoint Health,IA,Business Associate,1421107.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
Confluence Health,WA,Healthcare Provider,33821.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
"Ambercare Corporation, Inc.",NM,Healthcare Provider,2284.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
"Longwood Orthopedic Associates, Inc.",MA,Healthcare Provider,10000.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Institute on Aging,CA,Healthcare Provider,3907.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False
Boys Town National Research Hospital,NE,Healthcare Provider,105309.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
NorthStar Anesthesia,TX,Healthcare Provider,19807.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
"MedSpring of Texas, PA",TX,Healthcare Provider,13034.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
StatCare Group LLC,MD,Healthcare Provider,679.0,2018,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orlando Orthopaedic Center,FL,Healthcare Provider,19101.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Fairbanks North Star Borough,AK,Healthcare Provider,6346.0,2018,Hacking/IT Incident,Yes,True,Ransomware,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
Family Physicians of Old Town Fairfax PC,VA,Healthcare Provider,500.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Ruben U. Carvajal, MD",NY,Healthcare Provider,3775.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
Sunspire Health,NJ,Healthcare Provider,6737.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
PA Dept. of Human Services,PA,Healthcare Provider,2130.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rocky Mountain Health Care Services,CO,Healthcare Provider,2442.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Alive Hospice,TN,Healthcare Provider,1868.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False
Central New York Cardiology,NY,Healthcare Provider,824.0,2018,Loss,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Billings Clinic,MT,Healthcare Provider,9417.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"New England Dermatology, P.C.",MA,Healthcare Provider,16154.0,2018,Improper Disposal,No,True,Improper disposal,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Charles Cole Memorial Hospital,PA,Healthcare Provider,790.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
"Midwestern Regional Medical Center, Inc.",IL,Healthcare Provider,2675.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Blue Springs Family Care, P.C.",MO,Healthcare Provider,44979.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
MedEvolve,AR,Business Associate,205434.0,2018,Unauthorized Access/Disclosure,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
GOLDEN HEART ADMINISTRATIVE PROFESSIONALS,AK,Business Associate,44600.0,2018,Hacking/IT Incident,Yes,True,Ransomware,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
"The Terteling Co., Inc., Group Benefit Plan",ID,Health Plan,4824.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Overlake arthritis and Osteoporosis Center,WA,Healthcare Provider,627.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False
VCU Health System,VA,Healthcare Provider,4686.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
Health Alliance Plan,MI,Health Plan,2814.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Home for Little Wanderers,MA,Healthcare Provider,861.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
"Physician Associates, LLC",FL,Healthcare Provider,710.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
Advanced Orthopedic Center,FL,Healthcare Provider,1647.0,2018,Hacking/IT Incident,Yes,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
Planned Parenthood of the Heartland,IA,Healthcare Provider,515.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Hunt Memorial Hospital District,TX,Healthcare Provider,1887.0,2018,Unauthorized Access/Disclosure,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Arkansas Children's Hospital,AR,Healthcare Provider,4521.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
State of Alaska Department of Health and Social Services,AK,Health Plan,501.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
"Associated Dermatology & Skin Cancer Clinic of Helena, PC",MT,Healthcare Provider,1254.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Children's Mercy Hospital,MO,Healthcare Provider,1463.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
San Francisco Department of Public Health,CA,Healthcare Provider,900.0,2018,Unauthorized Access/Disclosure,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
University of Michigan/Michigan Medicine,MI,Healthcare Provider,871.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False
"Progressions Behavioral Health Services, Inc.",PA,Healthcare Provider,1303.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"InfuSystem, Inc.",MI,Healthcare Provider,3882.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False
VA Long Beach Healthcare System,CA,Healthcare Provider,1030.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Family Healthcare of Lake Norman,NC,Healthcare Provider,500.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
"Peter J Parker, M.D., Inc.",CA,Healthcare Provider,628.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"David S. Ng, O.D.",CA,Healthcare Provider,758.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False
New Jersey Department of Human Services,NJ,Health Plan,1263.0,2018,Unauthorized Access/Disclosure,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
CHRISTUS Spohn Hospital Corpus Christi-Shoreline,TX,Healthcare Provider,1805.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
Dean Health Plan,WI,Health Plan,1311.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Gwenn S Robinson MD,NM,Healthcare Provider,2500.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"Med Associates, Inc.",NY,Business Associate,276057.0,2018,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Black River Medical Center,MO,Healthcare Provider,13443.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False
"WellCare Health Plans, Inc.",FL,Health Plan,1101.0,2018,Unauthorized Access/Disclosure,Yes,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
"HealthEquity, Inc.",UT,Business Associate,16000.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False
"Denise M. Bowden, LAc",CA,Healthcare Provider,538.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Healthland Inc.,MN,Business Associate,614.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
New England Baptist Health,MA,Healthcare Provider,7582.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Massac County Surgery Center dba Orthopaedic Institute Surgery Center,IL,Healthcare Provider,2000.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False
"RISE Wisconsin, Inc.",WI,Healthcare Provider,3731.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
Benefit Outsourcing Solutions,MI,Business Associate,1144.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Terros Incorporated,AZ,Healthcare Provider,1618.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
University of Utah Health,UT,Healthcare Provider,607.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Florida Agency for Persons with Disabilities,FL,Health Plan,1951.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
SimplyWell,TX,Business Associate,597.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Dignity Health,CA,Healthcare Provider,55947.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The University of Texas MD Anderson Cancer Center,TX,Healthcare Provider,1266.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False
Dino-Peds,CO,Healthcare Provider,1357.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
AFLAC,GA,Health Plan,10396.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False
Care Partners Hospice and Palliative Care,OR,Healthcare Provider,600.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
The Trustees of Purdue University,IN,Healthcare Provider,1711.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False
Aultman Hospital,OH,Healthcare Provider,42625.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False
BioIQ Inc.,CA,Business Associate,4059.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
MSK Group,TN,Healthcare Provider,566236.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
"Muir Medical Group, IPA, Inc.",CA,Business Associate,5485.0,2018,Unauthorized Access/Disclosure,Yes,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False
"Echo Canyon Healthcare, Incorporated dba Heritage Court Post Acute of Scottsdale",AZ,Healthcare Provider,1765.0,2018,Theft,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
"Elmcroft Senior Living, Inc.",TX,Healthcare Provider,10000.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Holland Eye Surgery and Laser Center,MI,Healthcare Provider,42200.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
UT Physicians,TX,Healthcare Provider,2793.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Associates in Psychiatry and Psychology,MN,Healthcare Provider,6546.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Hancock County Board of Developmental Disabilities,OH,Healthcare Provider,607.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"LifeBridge Health, Inc",MD,Healthcare Provider,538127.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Highmark Delaware,DE,Business Associate,508.0,2018,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"OrthoWest, Ltd.",OH,Healthcare Provider,2300.0,2018,Unauthorized Access/Disclosure,Yes,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
New York City Human Resources Administration/Department of Social Services,NY,Health Plan,2078.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
"Capitol Administrators, Inc",CA,Business Associate,1733.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True
Dignity Health St. Rose Dominican Hospitals - San Martin,NV,Healthcare Provider,1764.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dignity Health St. Rose Dominican Hospitals - Siena,NV,Healthcare Provider,2098.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dignity Health St. Rose Dominican Hospitals-DeLIma,NV,Healthcare Provider,2174.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Cambridge Dental Consulting Group,NV,Business Associate,3758.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False
Boys Town National Research Hospital,NE,,2182.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
"USACS Management Group, Ltd.",OH,Business Associate,15552.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
"The Oregon Clinic, P.C. (“The Oregon Clinic”)",OR,Healthcare Provider,64487.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
"Cerebral Palsy Research Foundation of Kansas, Inc.",KS,Healthcare Provider,8300.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
Baptist Health,AR,Healthcare Provider,3453.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
"Baystate Family Dental, Inc.",MA,Healthcare Provider,500.0,2018,Theft,No,True,Insider snooping / misuse,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False
Florida Hospital,FL,Healthcare Provider,12724.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
"Worldwide Insurance Services, LLC",PA,Business Associate,1692.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
"Complete Family Medicine, LLC",NE,Healthcare Provider,1331.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Medical Center Ophthalmology Associates,TX,Healthcare Provider,3017.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Walgreen Co.,IL,Healthcare Provider,703.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False
"Knoxville Heart Group, Inc.",TN,Healthcare Provider,15995.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False
Billings Clinic,MT,Healthcare Provider,949.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
MedWatch LLC,FL,Business Associate,40621.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
"Eye Care Surgery Center, Inc.",LA,Healthcare Provider,2553.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
"Tiger Vision, LLC",LA,Healthcare Provider,2553.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
"Carolina Digestive Health Associates, PA",NC,Healthcare Provider,10988.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
CareFirst Blue Cross Blue Shield,MD,Health Plan,6200.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Illinois Department of Healthcare and Family Services,IL,Health Plan,8000.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
Scenic Bluffs Health Center Inc,WI,Healthcare Provider,2889.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
"Capital Digestive Care, Inc.",MD,Healthcare Provider,17639.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Riverside Medical Center,IL,Healthcare Provider,501.0,2018,Theft,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Capital District Physicians’ Health Plan,NY,Health Plan,839.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Gruber Dental,NJ,Healthcare Provider,4624.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Center for Orthopaedic Specialists - Providence Medical Institute (PMI),CA,Healthcare Provider,81550.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Kansas Department for Aging and Disability Services,KS,Healthcare Provider,11000.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
"Inogen, Inc.",CA,Healthcare Provider,29528.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
"MAXIMUS, Inc. / Business Ink, Co.",VA,Business Associate,3029.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Iowa Health System d/b/a UnityPoint Health,IA,Business Associate,16429.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
"Athens Heart Center, P.C.",GA,Healthcare Provider,12158.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
Cornerstone Foot & Ankle,NJ,Healthcare Provider,533.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Texas Health Physicians Group,TX,Healthcare Provider,3808.0,2018,Hacking/IT Incident,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
California Physicians Service d/b/a Blue Shield of California,CA,Health Plan,1717.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
"ATI Holdings, LLC",IL,Business Associate,2645.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"MorshedEye, PLLC",KY,Healthcare Provider,1100.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
"Polk County Health Services, Inc",IA,Health Plan,1071.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False
Atchison Hospital Association,KS,Healthcare Provider,667.0,2018,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
Henry Ford Health System,MI,Healthcare Provider,1658.0,2018,Loss,No,True,Lost device / records,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
UnitedHealth Group,MN,Health Plan,896.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
"ViaTech Publishing Solutions, Inc.",MN,Health Plan,2431.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
Integrated Rehab Consultants,IL,Healthcare Provider,4292.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
CA Department of Developmental Services,CA,Health Plan,582174.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Walgreen Co.,IL,Healthcare Provider,910.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Chesapeake Regional Medical Center,VA,Healthcare Provider,2100.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
"Diagnostic Radiology & Imaging, LLC",NC,Healthcare Provider,800.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Wisconsin Department of Health Services,WI,Health Plan,779.0,2018,Theft,Yes,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
Fondren Orthopedic Group L.L.P.,TX,Healthcare Provider,11552.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
West Kendall Baptist Hospital,FL,Healthcare Provider,1480.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
QUALITY-CARE PHARMACY,CA,Healthcare Provider,2000.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False
"Sonoma County Indian Health Project, Inc",CA,Healthcare Provider,662.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False
Guardian Pharmacy of Jacksonville,FL,Healthcare Provider,11521.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True
Children’s National Medical Center,DC,Healthcare Provider,722.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
"Milligan Chiropractic Group, Inc. d/b/a Del Mar Chiropractic Sports Group",CA,Healthcare Provider,2640.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Middletown Medical P.C.,NY,Healthcare Provider,63551.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
New York City Health and Hospitals Corporation - Harlem Hospital,NY,Healthcare Provider,595.0,2018,Theft,No,True,Lost device / records,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
